Calibration config:
trend_soft=2 | setup_soft=6 | entry_soft=5 | entry_max_extension=1.6
symbols_count=379
filtered_symbols_file=data/filtered_symbols.txt
dynamic_symbols_file=data/dynamic_symbols.txt | min_stage=setup

SYMBOL         | 12H      | 4H        | 4H_STATE                 | 1H    | 1H_STATE                 | EXT_ATR | VOL_R | RR   | RISK%

=== XRPUSDT ===
rows={'12H': 399, '4H': 399, '1H': 399} | last_closed={'12H': '2026-03-20 12:00:00+00:00', '4H': '2026-03-21 04:00:00+00:00', '1H': '2026-03-21 08:00:00+00:00'}
12H: passed=False hard=False soft=3/4 reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']
  passed_soft=['adx_strong', 'close_above_ema50', 'market_structure_ok']
  failed_hard=['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up'] | failed_soft=['bullish_ema_stack']
4H: passed=False state=higher_timeframe_blocked hard=False soft=0/10 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']
1H: passed=False action=SKIP state=higher_timeframe_blocked hard=False soft=0/8 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']

=== BNBUSDT ===
rows={'12H': 399, '4H': 399, '1H': 399} | last_closed={'12H': '2026-03-20 12:00:00+00:00', '4H': '2026-03-21 04:00:00+00:00', '1H': '2026-03-21 08:00:00+00:00'}
12H: passed=False hard=False soft=1/4 reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']
  passed_soft=['adx_strong']
  failed_hard=['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up'] | failed_soft=['bullish_ema_stack', 'close_above_ema50', 'market_structure_ok']
4H: passed=False state=higher_timeframe_blocked hard=False soft=0/10 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']
1H: passed=False action=SKIP state=higher_timeframe_blocked hard=False soft=0/8 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']

=== USDCUSDT ===
rows={'12H': 399, '4H': 399, '1H': 399} | last_closed={'12H': '2026-03-20 12:00:00+00:00', '4H': '2026-03-21 04:00:00+00:00', '1H': '2026-03-21 08:00:00+00:00'}
12H: passed=False hard=False soft=2/4 reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']
  passed_soft=['adx_strong', 'close_above_ema50']
  failed_hard=['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up'] | failed_soft=['bullish_ema_stack', 'market_structure_ok']
4H: passed=False state=higher_timeframe_blocked hard=False soft=0/10 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']
1H: passed=False action=SKIP state=higher_timeframe_blocked hard=False soft=0/8 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']

=== SOLUSDT ===
rows={'12H': 399, '4H': 399, '1H': 399} | last_closed={'12H': '2026-03-20 12:00:00+00:00', '4H': '2026-03-21 04:00:00+00:00', '1H': '2026-03-21 08:00:00+00:00'}
12H: passed=False hard=False soft=3/4 reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']
  passed_soft=['adx_strong', 'close_above_ema50', 'market_structure_ok']
  failed_hard=['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up'] | failed_soft=['bullish_ema_stack']
4H: passed=False state=higher_timeframe_blocked hard=False soft=0/10 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']
1H: passed=False action=SKIP state=higher_timeframe_blocked hard=False soft=0/8 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']

=== TRXUSDT ===
rows={'12H': 399, '4H': 399, '1H': 399} | last_closed={'12H': '2026-03-20 12:00:00+00:00', '4H': '2026-03-21 04:00:00+00:00', '1H': '2026-03-21 08:00:00+00:00'}
12H: passed=True hard=True soft=4/4 reason=Trend 12h OK
  passed_soft=['bullish_ema_stack', 'adx_strong', 'close_above_ema50', 'market_structure_ok']
4H: passed=True state=reclaim_in_progress hard=True soft=7/10 ext_atr=1.545 vol_ratio=1.608
  reason=4h setup OK
  passed_soft=['touched_working_zone', 'reclaimed_ema20', 'rsi_reset_healthy', 'adx_acceptable', 'di_bullish', 'bullish_local_structure', 'obv_bullish_divergence']
  failed_hard=[] | failed_soft=['near_ema20_after_reclaim', 'obv_bullish_state', 'obv_strength_supportive']
1H: passed=True action=ENTER state=trigger_ready hard=True soft=5/8 ext_atr=0.213 vol_ratio=1.044
  reason=1h trigger OK
  passed_soft=['reclaimed_ema20', 'bullish_momentum', 'rsi_constructive', 'volume_supportive', 'breakout_or_bullish_structure']
  failed_hard=[] | failed_soft=['rsi_bullish_divergence', 'bullish_candle_confirmation', 'room_to_target_ok']
  trade=entry:0.3089 stop:0.307149 take:0.312402 rr:2.0 risk_pct:0.567

=== STETHUSDT ===
rows={'12H': 399, '4H': 399, '1H': 399} | last_closed={'12H': '2026-03-20 12:00:00+00:00', '4H': '2026-03-21 04:00:00+00:00', '1H': '2026-03-21 08:00:00+00:00'}
12H: passed=False hard=False soft=3/4 reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']
  passed_soft=['adx_strong', 'close_above_ema50', 'market_structure_ok']
  failed_hard=['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up'] | failed_soft=['bullish_ema_stack']
4H: passed=False state=higher_timeframe_blocked hard=False soft=0/10 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']
1H: passed=False action=SKIP state=higher_timeframe_blocked hard=False soft=0/8 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']

=== DOGEUSDT ===
rows={'12H': 399, '4H': 399, '1H': 399} | last_closed={'12H': '2026-03-20 12:00:00+00:00', '4H': '2026-03-21 04:00:00+00:00', '1H': '2026-03-21 08:00:00+00:00'}
12H: passed=False hard=False soft=1/4 reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']
  passed_soft=['adx_strong']
  failed_hard=['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up'] | failed_soft=['bullish_ema_stack', 'close_above_ema50', 'market_structure_ok']
4H: passed=False state=higher_timeframe_blocked hard=False soft=0/10 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']
1H: passed=False action=SKIP state=higher_timeframe_blocked hard=False soft=0/8 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']

=== HYPEUSDT ===
rows={'12H': 399, '4H': 399, '1H': 399} | last_closed={'12H': '2026-03-20 12:00:00+00:00', '4H': '2026-03-21 04:00:00+00:00', '1H': '2026-03-21 08:00:00+00:00'}
12H: passed=True hard=True soft=4/4 reason=Trend 12h OK
  passed_soft=['bullish_ema_stack', 'adx_strong', 'close_above_ema50', 'market_structure_ok']
4H: passed=False state=healthy_pullback hard=True soft=4/10 ext_atr=-0.165 vol_ratio=0.191
  reason=4h setup rejected: not enough soft confirmations: 4/10; failed: ['reclaimed_ema20', 'di_bullish', 'bullish_local_structure', 'obv_bullish_state', 'obv_strength_supportive', 'obv_bullish_divergence']
  passed_soft=['touched_working_zone', 'rsi_reset_healthy', 'adx_acceptable', 'near_ema20_after_reclaim']
  failed_hard=[] | failed_soft=['reclaimed_ema20', 'di_bullish', 'bullish_local_structure', 'obv_bullish_state', 'obv_strength_supportive', 'obv_bullish_divergence']
1H: passed=False action=SKIP state=higher_timeframe_blocked hard=False soft=0/8 ext_atr=None vol_ratio=None
  reason=4h setup rejected: not enough soft confirmations: 4/10; failed: ['reclaimed_ema20', 'di_bullish', 'bullish_local_structure', 'obv_bullish_state', 'obv_strength_supportive', 'obv_bullish_divergence']

=== ADAUSDT ===
rows={'12H': 399, '4H': 399, '1H': 399} | last_closed={'12H': '2026-03-20 12:00:00+00:00', '4H': '2026-03-21 04:00:00+00:00', '1H': '2026-03-21 08:00:00+00:00'}
12H: passed=False hard=False soft=2/4 reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']
  passed_soft=['adx_strong', 'market_structure_ok']
  failed_hard=['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up'] | failed_soft=['bullish_ema_stack', 'close_above_ema50']
4H: passed=False state=higher_timeframe_blocked hard=False soft=0/10 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']
1H: passed=False action=SKIP state=higher_timeframe_blocked hard=False soft=0/8 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']

=== BCHUSDT ===
rows={'12H': 399, '4H': 399, '1H': 399} | last_closed={'12H': '2026-03-20 12:00:00+00:00', '4H': '2026-03-21 04:00:00+00:00', '1H': '2026-03-21 08:00:00+00:00'}
12H: passed=False hard=False soft=2/4 reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']
  passed_soft=['adx_strong', 'close_above_ema50']
  failed_hard=['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up'] | failed_soft=['bullish_ema_stack', 'market_structure_ok']
4H: passed=False state=higher_timeframe_blocked hard=False soft=0/10 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']
1H: passed=False action=SKIP state=higher_timeframe_blocked hard=False soft=0/8 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']

=== WBTCUSDT ===
rows={'12H': 399, '4H': 399, '1H': 399} | last_closed={'12H': '2026-03-20 12:00:00+00:00', '4H': '2026-03-21 04:00:00+00:00', '1H': '2026-03-21 08:00:00+00:00'}
12H: passed=False hard=False soft=1/4 reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']
  passed_soft=['adx_strong']
  failed_hard=['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up'] | failed_soft=['bullish_ema_stack', 'close_above_ema50', 'market_structure_ok']
4H: passed=False state=higher_timeframe_blocked hard=False soft=0/10 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']
1H: passed=False action=SKIP state=higher_timeframe_blocked hard=False soft=0/8 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']

=== LINKUSDT ===
rows={'12H': 399, '4H': 399, '1H': 399} | last_closed={'12H': '2026-03-20 12:00:00+00:00', '4H': '2026-03-21 04:00:00+00:00', '1H': '2026-03-21 08:00:00+00:00'}
12H: passed=False hard=False soft=1/4 reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']
  passed_soft=['adx_strong']
  failed_hard=['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up'] | failed_soft=['bullish_ema_stack', 'close_above_ema50', 'market_structure_ok']
4H: passed=False state=higher_timeframe_blocked hard=False soft=0/10 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']
1H: passed=False action=SKIP state=higher_timeframe_blocked hard=False soft=0/8 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']

=== USDEUSDT ===
rows={'12H': 399, '4H': 399, '1H': 399} | last_closed={'12H': '2026-03-20 12:00:00+00:00', '4H': '2026-03-21 04:00:00+00:00', '1H': '2026-03-21 08:00:00+00:00'}
12H: passed=False hard=False soft=4/4 reason=Trend 12h rejected: hard conditions failed: ['ema200_slope_up']
  passed_soft=['bullish_ema_stack', 'adx_strong', 'close_above_ema50', 'market_structure_ok']
  failed_hard=['ema200_slope_up'] | failed_soft=[]
4H: passed=False state=higher_timeframe_blocked hard=False soft=0/10 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['ema200_slope_up']
1H: passed=False action=SKIP state=higher_timeframe_blocked hard=False soft=0/8 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['ema200_slope_up']

=== CCUSDT ===
rows={'12H': 262, '4H': 399, '1H': 399} | last_closed={'12H': '2026-03-20 12:00:00+00:00', '4H': '2026-03-21 04:00:00+00:00', '1H': '2026-03-21 08:00:00+00:00'}
12H: passed=False hard=False soft=1/4 reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema200_slope_up']
  passed_soft=['market_structure_ok']
  failed_hard=['close_above_ema200', 'ema200_slope_up'] | failed_soft=['bullish_ema_stack', 'adx_strong', 'close_above_ema50']
4H: passed=False state=higher_timeframe_blocked hard=False soft=0/10 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema200_slope_up']
1H: passed=False action=SKIP state=higher_timeframe_blocked hard=False soft=0/8 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema200_slope_up']

=== XLMUSDT ===
rows={'12H': 399, '4H': 399, '1H': 399} | last_closed={'12H': '2026-03-20 12:00:00+00:00', '4H': '2026-03-21 04:00:00+00:00', '1H': '2026-03-21 08:00:00+00:00'}
12H: passed=False hard=False soft=2/4 reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']
  passed_soft=['adx_strong', 'close_above_ema50']
  failed_hard=['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up'] | failed_soft=['bullish_ema_stack', 'market_structure_ok']
4H: passed=False state=higher_timeframe_blocked hard=False soft=0/10 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']
1H: passed=False action=SKIP state=higher_timeframe_blocked hard=False soft=0/8 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']

=== DAIUSDT ===
rows={'12H': 399, '4H': 399, '1H': 399} | last_closed={'12H': '2026-03-20 12:00:00+00:00', '4H': '2026-03-21 04:00:00+00:00', '1H': '2026-03-21 08:00:00+00:00'}
12H: passed=False hard=False soft=2/4 reason=Trend 12h rejected: hard conditions failed: ['ema50_above_ema200', 'ema200_slope_up']
  passed_soft=['adx_strong', 'close_above_ema50']
  failed_hard=['ema50_above_ema200', 'ema200_slope_up'] | failed_soft=['bullish_ema_stack', 'market_structure_ok']
4H: passed=False state=higher_timeframe_blocked hard=False soft=0/10 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['ema50_above_ema200', 'ema200_slope_up']
1H: passed=False action=SKIP state=higher_timeframe_blocked hard=False soft=0/8 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['ema50_above_ema200', 'ema200_slope_up']

=== USD1USDT ===
rows={'12H': 399, '4H': 399, '1H': 399} | last_closed={'12H': '2026-03-20 12:00:00+00:00', '4H': '2026-03-21 04:00:00+00:00', '1H': '2026-03-21 08:00:00+00:00'}
12H: passed=False hard=False soft=2/4 reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']
  passed_soft=['adx_strong', 'close_above_ema50']
  failed_hard=['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up'] | failed_soft=['bullish_ema_stack', 'market_structure_ok']
4H: passed=False state=higher_timeframe_blocked hard=False soft=0/10 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']
1H: passed=False action=SKIP state=higher_timeframe_blocked hard=False soft=0/8 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']

=== LTCUSDT ===
rows={'12H': 399, '4H': 399, '1H': 399} | last_closed={'12H': '2026-03-20 12:00:00+00:00', '4H': '2026-03-21 04:00:00+00:00', '1H': '2026-03-21 08:00:00+00:00'}
12H: passed=False hard=False soft=3/4 reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']
  passed_soft=['adx_strong', 'close_above_ema50', 'market_structure_ok']
  failed_hard=['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up'] | failed_soft=['bullish_ema_stack']
4H: passed=False state=higher_timeframe_blocked hard=False soft=0/10 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']
1H: passed=False action=SKIP state=higher_timeframe_blocked hard=False soft=0/8 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']

=== AVAXUSDT ===
rows={'12H': 399, '4H': 399, '1H': 399} | last_closed={'12H': '2026-03-20 12:00:00+00:00', '4H': '2026-03-21 04:00:00+00:00', '1H': '2026-03-21 08:00:00+00:00'}
12H: passed=False hard=False soft=2/4 reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']
  passed_soft=['adx_strong', 'close_above_ema50']
  failed_hard=['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up'] | failed_soft=['bullish_ema_stack', 'market_structure_ok']
4H: passed=False state=higher_timeframe_blocked hard=False soft=0/10 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']
1H: passed=False action=SKIP state=higher_timeframe_blocked hard=False soft=0/8 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']

=== PYUSDUSDT ===
rows={'12H': 399, '4H': 399, '1H': 399} | last_closed={'12H': '2026-03-20 12:00:00+00:00', '4H': '2026-03-21 04:00:00+00:00', '1H': '2026-03-21 08:00:00+00:00'}
12H: passed=False hard=False soft=3/4 reason=Trend 12h rejected: hard conditions failed: ['ema50_above_ema200', 'ema200_slope_up']
  passed_soft=['adx_strong', 'close_above_ema50', 'market_structure_ok']
  failed_hard=['ema50_above_ema200', 'ema200_slope_up'] | failed_soft=['bullish_ema_stack']
4H: passed=False state=higher_timeframe_blocked hard=False soft=0/10 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['ema50_above_ema200', 'ema200_slope_up']
1H: passed=False action=SKIP state=higher_timeframe_blocked hard=False soft=0/8 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['ema50_above_ema200', 'ema200_slope_up']

=== HBARUSDT ===
rows={'12H': 399, '4H': 399, '1H': 399} | last_closed={'12H': '2026-03-20 12:00:00+00:00', '4H': '2026-03-21 04:00:00+00:00', '1H': '2026-03-21 08:00:00+00:00'}
12H: passed=False hard=False soft=1/4 reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']
  passed_soft=['market_structure_ok']
  failed_hard=['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up'] | failed_soft=['bullish_ema_stack', 'adx_strong', 'close_above_ema50']
4H: passed=False state=higher_timeframe_blocked hard=False soft=0/10 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']
1H: passed=False action=SKIP state=higher_timeframe_blocked hard=False soft=0/8 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']

=== SUIUSDT ===
rows={'12H': 399, '4H': 399, '1H': 399} | last_closed={'12H': '2026-03-20 12:00:00+00:00', '4H': '2026-03-21 04:00:00+00:00', '1H': '2026-03-21 08:00:00+00:00'}
12H: passed=False hard=False soft=1/4 reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']
  passed_soft=['adx_strong']
  failed_hard=['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up'] | failed_soft=['bullish_ema_stack', 'close_above_ema50', 'market_structure_ok']
4H: passed=False state=higher_timeframe_blocked hard=False soft=0/10 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']
1H: passed=False action=SKIP state=higher_timeframe_blocked hard=False soft=0/8 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']

=== SHIBUSDT ===
rows={'12H': 399, '4H': 399, '1H': 399} | last_closed={'12H': '2026-03-20 12:00:00+00:00', '4H': '2026-03-21 04:00:00+00:00', '1H': '2026-03-21 08:00:00+00:00'}
12H: passed=False hard=False soft=2/4 reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']
  passed_soft=['adx_strong', 'close_above_ema50']
  failed_hard=['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up'] | failed_soft=['bullish_ema_stack', 'market_structure_ok']
4H: passed=False state=higher_timeframe_blocked hard=False soft=0/10 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']
1H: passed=False action=SKIP state=higher_timeframe_blocked hard=False soft=0/8 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']

=== TONUSDT ===
rows={'12H': 399, '4H': 399, '1H': 399} | last_closed={'12H': '2026-03-20 12:00:00+00:00', '4H': '2026-03-21 04:00:00+00:00', '1H': '2026-03-21 08:00:00+00:00'}
12H: passed=False hard=False soft=0/4 reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']
  failed_hard=['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up'] | failed_soft=['bullish_ema_stack', 'adx_strong', 'close_above_ema50', 'market_structure_ok']
4H: passed=False state=higher_timeframe_blocked hard=False soft=0/10 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']
1H: passed=False action=SKIP state=higher_timeframe_blocked hard=False soft=0/8 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']

=== WLFIUSDT ===
rows={'12H': 399, '4H': 399, '1H': 399} | last_closed={'12H': '2026-03-20 12:00:00+00:00', '4H': '2026-03-21 04:00:00+00:00', '1H': '2026-03-21 08:00:00+00:00'}
12H: passed=False hard=False soft=2/4 reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']
  passed_soft=['adx_strong', 'market_structure_ok']
  failed_hard=['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up'] | failed_soft=['bullish_ema_stack', 'close_above_ema50']
4H: passed=False state=higher_timeframe_blocked hard=False soft=0/10 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']
1H: passed=False action=SKIP state=higher_timeframe_blocked hard=False soft=0/8 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']

=== XAUTUSDT ===
rows={'12H': 399, '4H': 399, '1H': 399} | last_closed={'12H': '2026-03-20 12:00:00+00:00', '4H': '2026-03-21 04:00:00+00:00', '1H': '2026-03-21 08:00:00+00:00'}
12H: passed=False hard=False soft=1/4 reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema200_slope_up']
  passed_soft=['adx_strong']
  failed_hard=['close_above_ema200', 'ema200_slope_up'] | failed_soft=['bullish_ema_stack', 'close_above_ema50', 'market_structure_ok']
4H: passed=False state=higher_timeframe_blocked hard=False soft=0/10 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema200_slope_up']
1H: passed=False action=SKIP state=higher_timeframe_blocked hard=False soft=0/8 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema200_slope_up']

=== DOTUSDT ===
rows={'12H': 399, '4H': 399, '1H': 399} | last_closed={'12H': '2026-03-20 12:00:00+00:00', '4H': '2026-03-21 04:00:00+00:00', '1H': '2026-03-21 08:00:00+00:00'}
12H: passed=False hard=False soft=0/4 reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']
  failed_hard=['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up'] | failed_soft=['bullish_ema_stack', 'adx_strong', 'close_above_ema50', 'market_structure_ok']
4H: passed=False state=higher_timeframe_blocked hard=False soft=0/10 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']
1H: passed=False action=SKIP state=higher_timeframe_blocked hard=False soft=0/8 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']

=== MNTUSDT ===
rows={'12H': 399, '4H': 399, '1H': 399} | last_closed={'12H': '2026-03-20 12:00:00+00:00', '4H': '2026-03-21 04:00:00+00:00', '1H': '2026-03-21 08:00:00+00:00'}
12H: passed=False hard=False soft=3/4 reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']
  passed_soft=['adx_strong', 'close_above_ema50', 'market_structure_ok']
  failed_hard=['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up'] | failed_soft=['bullish_ema_stack']
4H: passed=False state=higher_timeframe_blocked hard=False soft=0/10 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']
1H: passed=False action=SKIP state=higher_timeframe_blocked hard=False soft=0/8 ext_atr=None vol_ratio=None
  reason=Trend 12h rejected: hard conditions failed: ['close_above_ema200', 'ema50_above_ema200', 'ema200_slope_up']

=== UNIUSDT ===
rows={'12H': 399, '4H': 399, '1H': 399} | last_closed={'12H': '2026-03-20 12:00:00+00:00', '4H': '2026-03-21 04:00:00+00:00', '1H': '2026-03-21 08:00:00+00:00'}
